u,i,t
1188,929,1694172891.0
5932,14898,1696604398.0
811,1867,1673374804.0
5480,9957,1681998124.0
3080,1165,1674142242.0
2928,13157,1683034874.0
1353,5681,1677000302.0
1297,9955,1693400593.0
6399,2439,1728836173.0
2149,5036,1694788242.0
3459,12959,1684409357.0
1278,193,1704384188.0
4150,4649,1684928479.0
6535,23,1673891955.0
5228,13307,1680280070.0
880,6051,1692703270.0
451,5030,1694601730.0
3564,13860,1676895353.0
4971,8347,1678128877.0
539,5691,1688654913.0
3850,1003,1706887158.0
2273,6770,1692978473.0
2580,6427,1695914719.0
357,4140,1708018691.0
4926,14647,1713270687.0
1669,466,1703172205.0
5574,11359,1707307975.0
1597,10803,1693566074.0
5536,11366,1696925288.0
957,2164,1700586891.0
1252,9731,1676565297.0
703,182,1694517857.0
646,6535,1674559622.0
2994,13242,1717768110.0
612,6288,1694188954.0
2035,2474,1699282238.0
6808,8054,1727431625.0
4473,7427,1680097754.0
1563,3930,1698219214.0
362,4195,1677766236.0
2525,12609,1685895191.0
6838,15203,1711627590.0
2204,12089,1674561470.0
2161,9910,1718037460.0
2250,5466,1676289324.0
1297,1516,1709305805.0
7788,13891,1724320227.0
6762,15190,1706546431.0
7305,13290,1698664342.0
553,4339,1680092036.0
224,2950,1687600971.0
698,592,1690285967.0
5799,8250,1714982475.0
3438,9321,1676476131.0
2862,6226,1718804694.0
2906,7408,1680537124.0
3973,2221,1676404474.0
515,1148,1694601028.0
6414,13462,1686925554.0
3038,13292,1708771623.0
87,1509,1716641775.0
356,4125,1702479764.0
2266,9911,1692614767.0
6135,2652,1701785759.0
644,6521,1692973651.0
6011,15039,1687433062.0
4393,4599,1710259388.0
5420,9192,1702904858.0
1536,10610,1692095627.0
120,1790,1691157929.0
5959,6620,1713280298.0
1213,4605,1695637950.0
2098,11900,1674835322.0
3525,4991,1720698471.0
6228,1532,1674139494.0
3700,6888,1687527007.0
6067,1540,1699273813.0
2185,11700,1686670191.0
4603,11366,1678439262.0
441,3396,1672842329.0
172,2355,1712771696.0
2876,13062,1695309076.0
1121,1203,1695221502.0
6613,9507,1672743621.0
2720,9445,1709299420.0
7372,3055,1694623426.0
6731,6622,1695974358.0
2904,13123,1706884876.0
986,4235,1687947014.0
1435,10377,1703246538.0
4050,12685,1716394424.0
3567,10992,1709573158.0
2174,7939,1691753915.0
454,5101,1701269664.0
2532,1404,1677843911.0
1358,2987,1682688061.0
1780,1796,1674746650.0
4007,6186,1706721009.0
26,557,1698751523.0
5681,11366,1679667512.0
737,1688,1692803941.0
1309,4380,1680091645.0
7333,11569,1698424946.0
5787,11212,1678115006.0
4055,13254,1697032754.0
6135,5307,1696942580.0
969,3981,1682855183.0
801,7493,1674823916.0
2462,7726,1698330776.0
3073,13346,1680626438.0
658,6602,1705314150.0
3218,9853,1699021260.0
5547,11366,1701693500.0
5349,12717,1677506267.0
924,1480,1704297541.0
698,2757,1695131243.0
105,1660,1685186564.0
6925,11442,1693491382.0
2777,12975,1699877383.0
971,8395,1699015155.0
1040,3582,1690297034.0
6612,6935,1680100322.0
557,5858,1696442208.0
2978,7133,1689181097.0
568,5984,1709829533.0
1651,6486,1688995263.0
664,3242,1701430624.0
1831,5537,1707563398.0
6446,406,1709730840.0
7431,1219,1717084829.0
6322,4752,1716312633.0
7280,13381,1718361399.0
396,4543,1709046336.0
3611,1127,1685963995.0
1483,8554,1709888760.0
6067,15052,1699273823.0
6857,7697,1687347165.0
3807,2875,1687273296.0
6009,4179,1697018505.0
1106,9022,1711536516.0
1149,5853,1694168895.0
255,129,1694788262.0
613,4532,1673966287.0
1094,8916,1707746581.0
4674,14526,1674479589.0
6869,11061,1674488494.0
7190,3055,1724331106.0
6434,13253,1718195734.0
4505,7521,1692878717.0
6086,11391,1683889586.0
4869,12594,1696428526.0
3187,96,1714131546.0
6395,15121,1710170992.0
5466,6572,1701098745.0
6798,13896,1675418209.0
1381,8344,1686156284.0
2153,9984,1684847531.0
4942,12426,1707309316.0
6461,15138,1688468830.0
949,8277,1687866998.0
5445,13825,1705683417.0
6659,14508,1696426421.0
1659,687,1675863282.0
6192,7163,1708964985.0
1131,2067,1679920196.0
3987,9041,1702280473.0
1091,4534,1673265032.0
3714,10548,1711378624.0
262,3274,1672934865.0
3166,5301,1673960864.0
1776,6613,1716385404.0
3126,7212,1714143945.0
7162,14547,1707468374.0
760,5728,1677763069.0
2048,258,1673692330.0
7029,1798,1683979930.0
3537,5249,1676404007.0
6940,1532,1705576152.0
3393,9315,1718206041.0
1538,163,1716633233.0
6082,708,1708521705.0
3657,2140,1711209578.0
3206,3665,1721050884.0
352,3664,1706548434.0
4538,9357,1702558481.0
7019,9165,1711476109.0
6475,3019,1706545399.0
2016,2843,1700491675.0
3965,13358,1701964938.0
5394,14639,1701424340.0
5978,8480,1691422375.0
3695,13587,1683884064.0
1512,5871,1681493963.0
1576,1412,1715860996.0
1179,662,1727263377.0
7089,2142,1688817165.0
1884,11495,1716900456.0
4230,13912,1688036574.0
1189,9470,1681549426.0
2637,9749,1700666945.0
643,6480,1680539551.0
820,7601,1690376255.0
3943,3541,1708620312.0
7325,6908,1704737800.0
3140,4773,1675968565.0
333,424,1706696332.0
3784,7261,1715088792.0
2155,7697,1676028408.0
6043,14636,1693218329.0
1178,9432,1675084655.0
742,7168,1701790954.0
6869,7324,1680026390.0
988,5753,1687356560.0
2462,9930,1712940754.0
1445,10276,1680690230.0
297,3595,1701681080.0
5436,716,1677669325.0
2420,12443,1675269319.0
3697,11112,1685446024.0
2790,5998,1683554727.0
1149,7387,1700571504.0
4521,5688,1682687381.0
1294,4922,1686924001.0
4121,1619,1701782554.0
3133,6829,1695658805.0
3564,13868,1676895453.0
2237,3768,1688208158.0
7196,2325,1698756215.0
4734,14555,1692607522.0
335,626,1689777047.0
391,3194,1673454222.0
1335,8276,1677677096.0
262,3293,1704710132.0
4804,4351,1711035011.0
1312,9994,1675851172.0
2859,12332,1673965822.0
1066,7137,1679746859.0
2384,12400,1675509681.0
2663,796,1712058457.0
3310,4075,1714394963.0
643,6481,1681293763.0
6520,12655,1714748528.0
5915,13959,1695904148.0
174,2005,1672850694.0
639,6450,1712339758.0
3238,13555,1703004842.0
781,7393,1678702113.0
543,5737,1707475688.0
889,2407,1719409735.0
1492,5826,1701446029.0
3052,1381,1720014703.0
4517,10715,1724339226.0
5763,14974,1696262440.0
394,4522,1681915244.0
4149,1351,1694539905.0
7509,5267,1709043436.0
772,611,1683726694.0
2902,1252,1686155131.0
2986,13233,1707728262.0
1731,2933,1689084679.0
2125,1001,1711540146.0
960,8354,1711198155.0
7713,7121,1714753467.0
6015,15041,1706542369.0
3354,13639,1712937247.0
3927,9055,1674138446.0
5890,3033,1686323603.0
2199,2371,1716287302.0
57,1206,1699622631.0
5329,11871,1679659792.0
919,901,1681391466.0
6570,7699,1705421915.0
2819,12481,1701187798.0
3684,2052,1701354151.0
255,3227,1677172165.0
5123,1355,1706802281.0
991,7324,1697199027.0
2920,9117,1697047393.0
5787,8590,1710495553.0
7816,14826,1727356238.0
5039,106,1706016994.0
4920,6380,1705416228.0
3081,13356,1725880281.0
2517,5629,1677163723.0
4780,12892,1680010920.0
226,2975,1688549045.0
4150,1288,1716806287.0
555,1136,1693494910.0
3846,10715,1687177513.0
1557,3302,1696959824.0
1563,323,1709280129.0
5715,14208,1711108240.0
5466,6622,1714478931.0
6452,14555,1682947627.0
6511,3055,1675694382.0
4331,2108,1697557618.0
7729,15284,1718010742.0
1166,1798,1685457444.0
1012,4942,1697647810.0
86,1502,1694622088.0
2062,7531,1695293514.0
6067,967,1676996232.0
225,482,1690820034.0
742,399,1704799621.0
1167,3086,1692702262.0
5040,643,1680268488.0
6840,9052,1717427453.0
5401,11188,1706958839.0
3171,13439,1707319822.0
2433,9046,1700827108.0
14,340,1680004734.0
4776,11048,1688383874.0
6541,7420,1678372859.0
1484,10156,1680702377.0
5995,4847,1705602584.0
5005,9626,1688393772.0
6835,5788,1717668659.0
857,4199,1678466761.0
3058,2744,1698151186.0
4167,156,1675874672.0
3524,12763,1673365524.0
6695,14721,1698663474.0
6052,8877,1679505451.0
7347,3486,1697107335.0
2859,12729,1674030861.0
6598,8869,1673368581.0
2825,6058,1708951497.0
176,2393,1697474030.0
7192,10710,1720197786.0
13,325,1697475988.0
6385,5044,1702287634.0
7534,14578,1717596284.0
7660,5577,1725968659.0
6008,10230,1697475656.0
6791,8999,1714482879.0
5531,14461,1678355500.0
1297,1192,1688123010.0
6629,4434,1717159800.0
1878,11476,1685700867.0
4355,13305,1682076597.0
3564,13861,1676895372.0
333,3503,1678446292.0
2525,2375,1681235955.0
6049,8766,1693225821.0
1559,10687,1695664350.0
6572,15012,1702564885.0
7053,5972,1690801926.0
4835,9342,1694706584.0
3014,11844,1704798241.0
6371,11184,1679402586.0
499,5427,1690375222.0
7790,7115,1725035016.0
7152,14383,1699889151.0
1265,6783,1680619679.0
732,2142,1707564091.0
226,1714,1708174735.0
1809,8937,1675354160.0
2117,3418,1684231500.0
2,53,1694253765.0
2758,977,1672762090.0
428,4787,1683709740.0
7811,3403,1725617743.0
2321,12290,1718727959.0
1705,3348,1705485681.0
1543,10638,1718625948.0
2754,10953,1672735313.0
3015,198,1673448724.0
396,4542,1686679232.0
1141,220,1710953286.0
4563,13885,1682325011.0
6703,2598,1707298060.0
187,2536,1713780069.0
3014,5079,1712940413.0
4654,12297,1718275613.0
6145,91,1728043866.0
3531,6296,1677504722.0
4968,3428,1694712327.0
3512,6441,1717757239.0
1797,11278,1675333274.0
362,4222,1693927286.0
3330,4283,1683724078.0
2068,4535,1690371024.0
2785,4599,1673867002.0
3347,1040,1698319228.0
7318,13113,1704451316.0
3371,9929,1711559650.0
6472,9625,1704915412.0
7394,66,1706353342.0
4883,10161,1687769833.0
1498,1869,1728733666.0
400,4605,1712933275.0
4216,7115,1715781753.0
1067,2142,1699640400.0
1744,2098,1678125519.0
458,5136,1685961708.0
3236,13549,1696859512.0
802,7494,1709033393.0
1020,8294,1713970533.0
6771,14886,1711120304.0
3371,10019,1701527742.0
1744,4703,1683050533.0
7054,15199,1690548011.0
4368,5151,1688740389.0
5250,615,1680624989.0
4909,9535,1706613646.0
2832,2079,1718037674.0
300,3621,1703094118.0
1475,2569,1704892058.0
3174,7427,1703172753.0
5995,11683,1701970262.0
1445,4848,1674485252.0
5995,10164,1715795509.0
2514,4203,1703677655.0
6007,1011,1691515353.0
2236,5207,1688382147.0
1441,10409,1715684996.0
3949,6890,1685729647.0
1186,2770,1684928763.0
5794,11310,1673367283.0
1623,10567,1705752756.0
5992,2742,1677257310.0
6912,8588,1693068560.0
3710,9790,1683565090.0
795,6177,1673022435.0
1569,5776,1676986776.0
4158,9706,1702286333.0
2178,11839,1680787578.0
1659,5359,1684854121.0
429,4810,1684944243.0
3371,6896,1687556212.0
6921,10294,1699366761.0
1063,7835,1708708003.0
6093,6106,1675163442.0
788,612,1685628464.0
2100,10273,1679311822.0
5764,13405,1686325440.0
5653,4426,1702056803.0
3963,7461,1685206380.0
6422,9000,1689163517.0
815,6768,1686839529.0
2594,10629,1702466083.0
670,6723,1719840047.0
2218,3136,1690542280.0
3958,349,1716393902.0
122,1818,1706025195.0
399,2442,1713881818.0
4210,6666,1693297590.0
352,4095,1713521842.0
5016,13513,1679902787.0
32,638,1705481594.0
1181,2867,1692371588.0
5886,10230,1704715826.0
4977,12159,1708617999.0
5409,14706,1693401639.0
1860,11460,1682615040.0
5946,1417,1693837470.0
3693,1419,1673033310.0
2043,2580,1698862354.0
3705,2125,1678725987.0
6108,7127,1680544424.0
3274,1762,1709656275.0
2478,6213,1697279186.0
770,7304,1672756367.0
1413,6689,1709220278.0
7507,15274,1712080525.0
1508,10561,1682421381.0
7199,15168,1706975487.0
2731,6783,1703084776.0
2441,10357,1677066970.0
1438,6905,1711367744.0
1076,404,1695637666.0
134,1899,1688994154.0
5349,2133,1686049724.0
216,608,1695913282.0
4831,14604,1713615220.0
435,466,1695926882.0
1580,7072,1698841389.0
3779,4515,1683200175.0
1786,10359,1679584038.0
1197,9516,1689950634.0
1268,6304,1699717502.0
3175,6125,1719835641.0
3935,2820,1702972890.0
1788,11262,1690290697.0
969,8385,1688033619.0
1556,3772,1717663059.0
5003,5685,1687441468.0
2915,12362,1711646062.0
2492,2470,1725985945.0
159,2165,1692888309.0
1046,251,1714661306.0
3419,3424,1686851199.0
2413,12436,1706114185.0
1514,10577,1675430259.0
4274,13201,1676449750.0
612,6277,1688643739.0
3987,630,1719411408.0
2148,4223,1707828896.0
1499,3624,1719922123.0
2072,11863,1689074827.0
407,4668,1686754399.0
7668,6787,1720784017.0
6684,11059,1702721148.0
7488,15255,1699887138.0
3909,1639,1686159473.0
2960,11225,1712575230.0
1154,1218,1685977890.0
1211,8559,1698748055.0
1860,287,1692868896.0
6869,11061,1674237643.0
2114,227,1702632458.0
2614,6084,1698860535.0
2335,1742,1687946930.0
1291,2506,1711390568.0
5601,14307,1709118470.0
2337,3291,1711470234.0
6613,6483,1706787833.0
1642,6382,1694447293.0
7380,8999,1717084083.0
5180,2614,1692090180.0
7187,11126,1713186907.0
3186,13469,1706628651.0
5043,10369,1686923136.0
2128,6955,1705492081.0
2208,10908,1700563534.0
5064,7,1708614657.0
479,2216,1715877357.0
5749,13831,1707144795.0
2386,1385,1708620969.0
506,1677,1709727558.0
4210,3650,1699878572.0
5943,14600,1701085744.0
2031,1826,1696951567.0
3022,5822,1699000463.0
949,7557,1715854482.0
646,6539,1704281229.0
2838,10820,1719839723.0
718,7030,1687351311.0
6460,13409,1678900487.0
2208,6964,1710514907.0
4473,10993,1675264566.0
5087,11355,1702587485.0
5299,13188,1678704993.0
1398,10272,1682533410.0
1134,820,1712670031.0
1580,3415,1701964672.0
591,2959,1688723630.0
1184,6343,1699963167.0
3972,11158,1707295828.0
4974,13721,1674495440.0
399,4578,1698405514.0
5183,14758,1687876250.0
4181,10822,1710669811.0
1800,9279,1678124913.0
2293,11049,1703072223.0
1374,9206,1698343081.0
4135,10370,1681833486.0
223,2943,1673351507.0
2655,12524,1680274165.0
3746,8152,1721144470.0
6543,14136,1717150367.0
3176,4624,1678452483.0
3473,2576,1720024542.0
3484,3072,1701340206.0
4171,324,1719234508.0
2795,5237,1681993485.0
3398,11021,1686154921.0
244,3087,1676642414.0
573,1450,1714475054.0
2452,2836,1714753246.0
2231,11085,1709564776.0
5436,14307,1676993666.0
5378,14830,1705679670.0
3205,11974,1689593638.0
4730,101,1713530660.0
2896,1711,1699455609.0
7642,3812,1714735955.0
5979,10494,1707839503.0
1413,10302,1692698477.0
3453,12006,1712759712.0
6729,692,1697101024.0
6051,11891,1699887002.0
5016,53,1684328985.0
2594,12728,1679402863.0
7597,14391,1724423529.0
7752,8801,1728305799.0
4503,5,1682085992.0
1829,6321,1688485992.0
1158,9331,1706532903.0
7107,9055,1687861779.0
2919,99,1711034882.0
7783,8999,1724237781.0
6072,12797,1685084922.0
7783,8999,1724237778.0
2471,7390,1695465854.0
2808,10753,1677081285.0
770,7308,1702887370.0
937,8230,1693413988.0
3186,13464,1680544380.0
5760,11575,1678376635.0
7321,9422,1702994749.0
710,4504,1713279948.0
6461,15139,1693305312.0
2717,12907,1706525644.0
883,4182,1694176486.0
3846,10715,1683126300.0
1797,11279,1716483540.0
5128,8167,1710426982.0
5720,12392,1702919715.0
2481,2421,1692974225.0
2378,3497,1675511518.0
7553,12386,1725536363.0
5820,11405,1707404269.0
150,2047,1677675652.0
352,4084,1707235059.0
7373,3736,1703173641.0
1536,7352,1714666956.0
2254,2024,1703327087.0
6973,4710,1677864490.0
725,7084,1694796398.0
2508,2616,1675356886.0
5036,14700,1704804246.0
5835,13570,1675684442.0
308,3726,1681553807.0
607,6234,1687963170.0
4976,11461,1680792752.0
3063,6708,1684244470.0
4979,6882,1711371104.0
927,1500,1705910880.0
4349,3465,1692980087.0
1072,8146,1679744211.0
7232,2614,1713269362.0
5960,6349,1707314854.0
520,2669,1705335696.0
6673,11366,1702979074.0
4821,14327,1679404796.0
1205,2281,1685612527.0
1326,3732,1677506207.0
5451,6688,1683549505.0
5321,10540,1682685772.0
6049,7297,1705488612.0
1536,8264,1692095621.0
2568,8199,1689323125.0
3599,3943,1698329962.0
1751,2125,1675775437.0
3861,8761,1703003578.0
6063,11954,1695637880.0
7348,12500,1695747186.0
3960,1319,1687888007.0
1159,9358,1701095081.0
3117,10,1698151656.0
2077,6421,1686570460.0
5721,8114,1673277775.0
41,176,1703690050.0
232,3010,1697558834.0
4217,12587,1706528736.0
7156,3055,1724677808.0
3935,13187,1713889933.0
4058,14187,1701701270.0
890,5290,1686307163.0
960,8354,1711198146.0
430,798,1690814447.0
7024,13590,1686571638.0
3929,1351,1677156173.0
5814,10701,1698842551.0
3881,12864,1677767160.0
1312,4631,1724059315.0
4132,184,1693330267.0
5005,10367,1714484288.0
6729,692,1705568379.0
1146,873,1679906642.0
1158,4190,1706532857.0
5774,14616,1677674089.0
3714,8482,1672929224.0
7810,4426,1726058725.0
2683,12854,1720022884.0
1960,11083,1710350405.0
584,3976,1679417865.0
732,7113,1693995873.0
2738,10497,1691402647.0
4451,13430,1681992956.0
5358,14824,1674653354.0
405,4645,1693328367.0
453,5098,1689695742.0
7450,4962,1710244280.0
2208,5660,1674660638.0
600,6160,1702039939.0
2719,5989,1683134453.0
3272,3079,1712077742.0
1721,2848,1686929715.0
2751,6171,1674058753.0
1962,7880,1674124390.0
7451,10625,1700566895.0
6497,13065,1701093322.0
3360,2378,1699347745.0
1458,10452,1709640153.0
6587,8595,1683644466.0
6859,235,1678115814.0
6734,12254,1706275093.0
2121,11941,1695125568.0
6502,3896,1714741962.0
778,7367,1688989619.0
3201,13490,1706544770.0
6737,9228,1718720716.0
1038,4179,1699269743.0
252,2669,1673360413.0
5601,14307,1709219954.0
1934,8996,1688072641.0
767,7288,1695221831.0
6333,4700,1706808582.0
5371,3272,1685458319.0
6690,14835,1721738548.0
3022,4913,1711113367.0
3402,13691,1702585548.0
667,3996,1709383284.0
84,1468,1691414150.0
5681,11366,1709821308.0
4354,5672,1700851565.0
5403,14737,1692969485.0
2254,5167,1704718956.0
272,3430,1705681219.0
7780,14163,1724143445.0
2491,7322,1691152614.0
1323,10036,1700054582.0
1282,1399,1682767598.0
7498,53,1700664813.0
1889,11531,1705309647.0
4878,14628,1673534067.0
451,2779,1703845445.0
5021,6603,1679046775.0
2624,5059,1678100447.0
3963,3407,1675960501.0
2931,3341,1674574366.0
5186,10911,1695648605.0
3736,13969,1710935291.0
2328,9610,1719060802.0
2633,1408,1695830783.0
822,7613,1694179127.0
2421,8762,1699006828.0
944,8251,1718016164.0
6374,794,1703176476.0
3670,7014,1684328309.0
1291,3598,1679683002.0
6613,7515,1708337084.0
5922,5003,1704999249.0
7098,15098,1686912609.0
1879,2130,1710955994.0
6608,4030,1678094764.0
7344,11651,1696353193.0
5827,8421,1680711755.0
2117,879,1698769223.0
4129,7745,1708425120.0
3485,13768,1699364725.0
5992,13672,1711383381.0
6806,2424,1709193592.0
3558,82,1690283372.0
7132,2219,1698663245.0
949,7364,1679328017.0
3066,10528,1675953305.0
6541,3247,1674225663.0
207,2739,1692015504.0
497,2482,1705162960.0
2622,12773,1673532420.0
124,1831,1687963335.0
843,879,1697023444.0
1189,6595,1694436172.0
2419,9849,1673435413.0
1860,618,1687861240.0
732,7117,1697820839.0
4918,3443,1680803596.0
910,8064,1692895342.0
5086,14721,1705919653.0
3281,1983,1704451017.0
6120,2324,1683894395.0
7,247,1701773301.0
4592,11608,1675247087.0
669,3076,1704388861.0
494,5400,1697280690.0
706,5637,1678271733.0
1804,11301,1687000468.0
1484,257,1695821172.0
2920,1367,1696417242.0
5235,13383,1708517925.0
7578,11683,1703938790.0
4473,11347,1691423469.0
7653,8376,1716892810.0
3690,1803,1682347275.0
3638,11642,1693936545.0
71,1324,1713433897.0
2472,242,1722256224.0
7832,15290,1727884016.0
458,1603,1677173690.0
4870,9781,1686739446.0
843,1206,1695988652.0
6452,9055,1673875865.0
921,8147,1699454852.0
2866,11115,1684767158.0
876,7874,1680017255.0
3274,3454,1680271609.0
3965,4068,1686049078.0
1387,665,1702381356.0
6345,9473,1678796522.0
1575,3300,1684596737.0
554,2959,1703091141.0
2806,12421,1697823049.0
3597,10038,1715613200.0
564,3811,1689765982.0
1106,2015,1694623144.0
399,4573,1691416011.0
3187,7929,1677490043.0
1977,5191,1678204942.0
6910,4477,1679329022.0
7400,5689,1695644669.0
2376,11117,1693326775.0
2594,4691,1707928591.0
6368,14032,1708528425.0
4884,14275,1713521405.0
2692,5902,1692892622.0
3599,7705,1699964564.0
532,5648,1679664808.0
4683,13272,1713799880.0
2219,12120,1692876958.0
7140,3055,1706807295.0
1019,8601,1686745122.0
1219,6384,1694022183.0
709,6956,1693236009.0
4935,13419,1709216910.0
1300,3055,1682624993.0
3934,1669,1713639643.0
4948,10158,1715770728.0
5337,14819,1700042993.0
2838,7718,1686927741.0
3,122,1675420124.0
3201,13510,1706539944.0
438,3238,1673457186.0
6575,11532,1685455703.0
1214,2764,1685619353.0
1253,3415,1683560863.0
1642,8449,1708964550.0
584,2150,1692699789.0
1183,9453,1688134856.0
1935,11629,1675265122.0
2638,11138,1697457705.0
1535,8925,1685113779.0
7819,53,1726224965.0
7773,14163,1726146571.0
554,5394,1715788419.0
4845,10458,1680705926.0
1058,8764,1686839645.0
7483,740,1700745460.0
5993,5689,1677068703.0
6038,7264,1703065350.0
2155,2306,1676028391.0
986,1798,1698678280.0
2938,5157,1710507023.0
4201,9511,1687771406.0
5242,12182,1685541446.0
4848,5261,1703160843.0
770,4983,1688635337.0
844,287,1724403773.0
4132,2156,1695140094.0
3474,3580,1677598602.0
2134,6908,1702722716.0
2788,10021,1694702354.0
7557,11126,1709891419.0
3165,4736,1678979548.0
4176,8847,1675176951.0
4654,7867,1713354347.0
4648,14519,1705309062.0
779,3598,1692891761.0
1815,5583,1712218393.0
1321,6839,1700070167.0
2117,10022,1697207646.0
5863,8039,1696352308.0
1149,3250,1691228957.0
4473,1344,1684324471.0
1354,2764,1690819338.0
5318,4844,1713341848.0
1817,11355,1708349585.0
2297,716,1692031254.0
3166,13435,1696257233.0
2422,12450,1708018544.0
718,7030,1696947876.0
815,2225,1682444402.0
2737,12919,1688576873.0
5983,4045,1684862312.0
969,8383,1675335826.0
5099,9843,1708531440.0
180,2435,1720010301.0
519,5563,1728308701.0
2486,9581,1702915929.0
6869,11061,1674488497.0
47,1068,1717238877.0
666,1686,1708431094.0
3888,14062,1718105250.0
7371,11873,1696002736.0
2665,5159,1708538370.0
2682,6053,1697551377.0
491,5392,1706542487.0
1265,5157,1678284175.0
6173,12966,1706086261.0
919,7141,1692897208.0
6086,9,1676040480.0
1168,2721,1709131915.0
5134,14739,1680618397.0
2813,13033,1706009940.0
3020,4688,1711372237.0
4717,1721,1703167370.0
7498,14578,1705502990.0
2176,6589,1686676873.0
988,5364,1688569602.0
287,3498,1677852616.0
3885,7973,1703331072.0
4214,12513,1675776425.0
1118,8215,1725624820.0
2808,8982,1680714902.0
3765,7355,1696247479.0
2092,4135,1697638624.0
7215,9054,1695396965.0
6145,8999,1704816995.0
371,4344,1678995706.0
3856,14033,1685445680.0
469,5238,1688477425.0
7780,4426,1725885934.0
1149,9258,1673866776.0
1594,10791,1712139326.0
612,6281,1675441681.0
1181,5877,1701770716.0
6838,15203,1719488541.0
2293,4,1678291951.0
3924,4330,1695720796.0
2430,4785,1695662060.0
1309,9981,1698491220.0
1287,1415,1692207473.0
1960,11675,1699259898.0
4619,6623,1711447829.0
6905,13329,1675436945.0
6574,12147,1692895064.0
1405,10287,1676475148.0
905,3928,1697225773.0
3875,2899,1688734477.0
4120,5829,1699542106.0
4774,11622,1727107008.0
6246,13806,1712584065.0
1570,10722,1674818657.0
5722,6494,1674484765.0
6873,3667,1673358892.0
2912,1798,1693924535.0
313,3778,1687956885.0
2210,7317,1677692366.0
2677,12847,1720439398.0
634,6421,1693493820.0
5132,3083,1711031149.0
2149,4586,1706353072.0
4149,11233,1688662526.0
7498,14824,1701269293.0
785,1439,1708444004.0
5616,14929,1676906725.0
6250,408,1687171444.0
4006,10372,1682586137.0
1752,8999,1716562464.0
5062,14669,1688489415.0
2639,3140,1676401812.0
253,3208,1719050494.0
3338,1804,1676381544.0
3453,1167,1712823368.0
2356,2273,1679558780.0
658,2857,1718099790.0
4176,9752,1707729546.0
1709,9191,1708423910.0
1286,9886,1702915323.0
2518,12596,1680621639.0
4378,3571,1699982030.0
6092,15061,1701183332.0
7553,692,1725526666.0
2219,12115,1680600865.0
1745,5000,1675075818.0
656,3185,1676631390.0
1960,6433,1692792056.0
7324,13566,1699817336.0
268,3413,1710177805.0
5633,6836,1680092727.0
7634,2962,1710520758.0
362,3710,1703326965.0
3998,2225,1687352564.0
2199,1320,1717683293.0
4874,5289,1692273662.0
561,3982,1717431230.0
1083,8860,1715701171.0
1298,2254,1699031438.0
7770,12324,1724689285.0
1298,6524,1727181731.0
1192,3836,1698061068.0
4910,2938,1678550722.0
6365,10259,1715090119.0
3661,10918,1679590515.0
208,2456,1686737047.0
6999,7369,1679593215.0
1402,1762,1700233656.0
7196,11549,1702384507.0
2039,2540,1708539284.0
138,1929,1705058652.0
7633,9566,1714470987.0
451,5031,1694601733.0
648,6550,1713551706.0
3410,2891,1687178007.0
2894,7217,1693219341.0
1348,10114,1707738747.0
1514,5848,1700732601.0
7622,9610,1706960561.0
2717,12907,1688388306.0
3236,13550,1698832924.0
6255,6109,1685116144.0
1106,9014,1706619942.0
2118,5278,1707559326.0
7780,58,1725294720.0
5191,12740,1712597504.0
661,6633,1678528294.0
5896,227,1711464112.0
4286,6353,1674639869.0
6901,15225,1686992581.0
4414,405,1703256343.0
2531,4003,1698749454.0
7763,15110,1721470832.0
1551,2287,1680194284.0
4696,6349,1710336928.0
1539,10599,1687343002.0
2698,8863,1692890553.0
4828,14601,1704804549.0
4992,9140,1724254524.0
1603,8946,1690819751.0
2128,1504,1681223931.0
5990,1166,1680175235.0
3613,3261,1675351156.0
7373,9817,1703173607.0
382,4407,1706888121.0
5062,10664,1693920030.0
333,3178,1674837179.0
6424,12877,1678886895.0
2931,5508,1701436385.0
4417,2308,1676284626.0
5067,370,1683224058.0
6696,14941,1708348671.0
5499,11313,1674063926.0
6967,11598,1686830271.0
2462,5187,1690388393.0
2687,8821,1706885859.0
5062,113,1696334653.0
1620,6535,1699869077.0
6535,13438,1683133902.0
391,3195,1683565194.0
1381,5817,1696341204.0
4888,14238,1685531084.0
7241,8904,1709812169.0
3763,8999,1708701743.0
1547,2869,1681833747.0
6804,14637,1715091908.0
7351,11768,1701253654.0
351,4070,1707842596.0
5501,12266,1682606906.0
7202,7843,1694528863.0
2190,12062,1710952547.0
2517,10361,1674830193.0
4524,12837,1710252437.0
1439,3654,1699877630.0
2549,1883,1680786326.0
2308,8185,1674051324.0
2499,1284,1692611800.0
5137,10115,1705489473.0
5231,1082,1712164603.0
7414,843,1717602229.0
6121,15072,1686572227.0
3582,9843,1717606778.0
3574,6181,1714577908.0
1575,1163,1706627979.0
19,385,1715699690.0
106,1664,1677852207.0
767,796,1697113349.0
6127,1886,1709647501.0
7478,9054,1699458838.0
3196,11120,1706694155.0
3406,12890,1686755874.0
1228,9630,1700472116.0
2460,9171,1715091500.0
992,488,1709553746.0
4831,14604,1713615211.0
1632,385,1675070164.0
4473,11348,1684334934.0
6058,12506,1702032585.0
785,1569,1679917807.0
2181,12043,1704818986.0
121,1801,1694526668.0
1563,1583,1710839314.0
3354,3070,1712937135.0
7780,14163,1724415425.0
7701,1806,1713951590.0
7050,11242,1686301099.0
2802,3488,1706803460.0
6461,15140,1693309633.0
