i,Title,book_type,discipline,topic,confidence
6040,Les ailes collées : roman /,fiction,not_applicable,not_applicable,high
6041,La liste 2 mes envies : roman /,fiction,not_applicable,not_applicable,high
6042,Les secrets des familles les plus puissantes : Rothschild & Co. /,non_fiction_general,not_applicable,biography_memoir,high
6043,Le mystère de la maison aux trois ormes : roman /,fiction,not_applicable,not_applicable,high
6044,Dans mon obscurité : roman /,fiction,not_applicable,not_applicable,high
6045,555 : roman /,fiction,not_applicable,not_applicable,high
6046,Tout le bleu du ciel /,fiction,not_applicable,not_applicable,medium
6047,L'eau du lac n'est jamais douce: roman /,fiction,not_applicable,not_applicable,high
6048,Origines du conflit israélo-arabe (1870‑1950) /,popular_science,history,not_applicable,high
6049,"La géopolitique, tout simplement : [comprendre le monde et les relations internationales] /",popular_science,political_science,not_applicable,high
6050,Grit : roman /,fiction,not_applicable,not_applicable,high
6051,La payîsanna : roman /,fiction,not_applicable,not_applicable,high
6052,No-no-yuri : roman /,fiction,not_applicable,not_applicable,high
6053,Le beurre de Manako /,fiction,not_applicable,not_applicable,high
6054,Per un biglietto del cinema in più /,fiction,not_applicable,not_applicable,medium
6055,Enfant de Bohême /,non_fiction_general,not_applicable,biography_memoir,high
6056,Les quatre fleuves : [policier] /,comics,not_applicable,true_crime,high
6057,Artistes femmes de 1905 à nos jours /,reference,arts_art_history,not_applicable,high
6058,Une vie d'artiste : Canton de Vaud 1967-1978 /,non_fiction_general,not_applicable,biography_memoir,high
6059,La scène artistique aujourd'hui /,reference,arts_art_history,not_applicable,high
6060,La peinture de l'époque moderne /,reference,arts_art_history,not_applicable,high
6061,Suisse : la culture au féminin /,non_fiction_general,not_applicable,art_culture,high
6062,Elles font l'abstraction /,reference,arts_art_history,not_applicable,high
6063,Guide pratique de vos finances personnelles /,practical,not_applicable,finance_money,high
6064,"Pour une maison autonome en eau, en électricité et en chauffage /",practical,not_applicable,home_garden,high
6065,La santé en Suisse /,popular_science,medicine_health,not_applicable,high
6066,Microsoft Teams pour les nuls /,practical,not_applicable,career_business,high
6067,Surveillance et contrôles de l'administration /,academic,law,not_applicable,high
6068,De la prière à la méditation : une mystique plurireligieuse /,academic,religion_theology,not_applicable,high
6069,La légende dorée /,reference,religion_theology,not_applicable,high
6070,La Fabrique-Neuve de Cortaillod : entreprise et profit pendant la révolution industrielle : 1752-1854 /,academic,history,not_applicable,high
6071,Petite histoire de l'alimentation en Suisse /,non_fiction_general,not_applicable,history_civilization,high
6072,By the sea /,fiction,not_applicable,not_applicable,high
6073,"Sister outsider : essais et propos sur la poésie, l'érotisme, le racisme, le sexisme... /",non_fiction_general,not_applicable,personal_development,high
6074,Apocalypse bébé : roman /,fiction,not_applicable,not_applicable,high
6075,Le charme discret de l'intestin : tout sur un organe mal aimé /,popular_science,medicine_health,not_applicable,high
6076,Vingt mille lieux sous les rêves : une approche inédite des états modifiés de conscience /,non_fiction_general,not_applicable,personal_development,medium
6077,The giver /,fiction,not_applicable,not_applicable,high
6078,Crime et châtiment /,fiction,not_applicable,not_applicable,high
6079,Born a crime : stories from a South African childhood /,non_fiction_general,not_applicable,biography_memoir,high
6080,Stefano Della Bella : catalogue raisonné /,reference,arts_art_history,not_applicable,high
6081,Rembrandt's etchings : an illustrated critical catalogue /,reference,arts_art_history,not_applicable,high
6082,Hommage à Michel Laclotte : études sur la peinture du Moyen Age et de la Renaissance /,reference,arts_art_history,not_applicable,high
6083,L'homme qui tua Roland Barthes: et autres nouvelles /,fiction,not_applicable,not_applicable,high
6084,Nous n'avons jamais été modernes : essai d'anthropologie symétrique /,academic,anthropology_ethnology,not_applicable,high
6085,Face à Gaia : huit conférences sur le Nouveau Régime Climatique /,academic,philosophy,not_applicable,high
6086,La paix des ruches /,fiction,not_applicable,not_applicable,high
6087,Le voyage sans fin /,fiction,not_applicable,not_applicable,high
6088,Mon mari /,fiction,not_applicable,not_applicable,high
6089,"La loi du genre : une histoire culturelle du ""troisième sexe"" /",academic,history,not_applicable,high
6090,"""Lettres persanes"" de Montesquieu /",academic,literature_studies,not_applicable,high
6091,De la littérature ; et autres essais littéraires /,academic,literature_studies,not_applicable,high
6092,De la littérature considérée dans ses rapports avec les institutions sociales / Madame de Staël ; éd. critique par Paul Van Tieghem,academic,literature_studies,not_applicable,high
6093,Lettres sur les écrits et le caractère de J.-J. Rousseau ; De l'influence des passions sur le bonheur des individus et des nations ; De l'éducation de l'âme par la vie ; Réflexions sur le suicide /,non_fiction_general,not_applicable,biography_memoir,medium
6094,Discours du récit /,academic,literature_studies,not_applicable,high
6095,Discours de la méthode /,academic,philosophy,not_applicable,high
6096,Le cadastre vaudois au XIXe siècle /,academic,history,not_applicable,high
6097,"La ville de Lausanne : édifices publics (II), quartiers et édifices privés de la ville ancienne /",reference,arts_art_history,not_applicable,high
6098,Histoire des pères et de la paternité /,academic,history,not_applicable,high
6099,Des mathématiques pour enseigner à l'école primaire /,academic,education_sciences,not_applicable,high
6100,Devenir écolier ou écolière : le sens d'une transition /,academic,education_sciences,not_applicable,high
6101,Les apprentissages fondateurs de la scolarité : enjeux et pratiques à la maternelle /,academic,education_sciences,not_applicable,high
6102,L'école maternelle face à ses enjeux : créer les conditions de l'égalité /,academic,education_sciences,not_applicable,high
6103,Afrotopia /,non_fiction_general,not_applicable,current_affairs_politics,high
6104,Penser la violence des femmes /,academic,sociology,not_applicable,high
6105,L'autisme expliqué aux non-autistes /,non_fiction_general,not_applicable,health_wellness,high
6106,Death note /,comics,not_applicable,not_applicable,high
6107,Face à face avec son cerveau /,non_fiction_general,not_applicable,science_technology,medium
6108,Morts pour la science : 68 destins scientifiques tragiquement contrariés /,non_fiction_general,not_applicable,biography_memoir,high
6109,"La Suisse mode d'emploi : histoire, politique, économie, droit /",reference,not_applicable,not_applicable,high
6110,Droit suisse /,reference,law,not_applicable,high
6111,La boîte à outils de la gestion du stress : 60 outils clés en main + 5 vidéos d'approfondissement + 3 audios de relaxation /,practical,not_applicable,health_wellness,high
6112,12 films pour comprendre la psychologie du développement /,popular_science,psychology,not_applicable,high
6113,Psychologie de la personnalité /,academic,psychology,not_applicable,high
6114,L'incroyable histoire de la psychologie /,comics,not_applicable,history_civilization,high
6115,Jeunes trans et non binaires : de l'accompagnement à l'affirmation /,academic,education_sciences,not_applicable,high
6116,Human psycho : comment l'humanité est devenue l'espèce la plus dangereuse de la planète /,non_fiction_general,not_applicable,current_affairs_politics,high
6117,Le prisonnier de Chillon ; La lamentation du Tasse /,fiction,not_applicable,not_applicable,high
6118,Les pubs que vous ne verrez plus jamais /,non_fiction_general,not_applicable,art_culture,high
6119,La vie ordinaire /,academic,philosophy,not_applicable,high
6120,Les méthodes qualitatives en psychologie clinique et psychopathologie /,academic,psychology,not_applicable,high
6121,"Les psychothérapies cognitives et comportementales : [modèles et principes thérapeutiques, techniques et histoires de cas, évaluation des TCC, neurosciences et TCC] /",academic,psychology,not_applicable,high
6122,Le gouvernement de soi et des autres : cours au Collège de France (1982-1983) /,academic,philosophy,not_applicable,high
6123,Le souci de l'autre /,non_fiction_general,not_applicable,health_wellness,high
6124,Les psychothérapies comportementales et cognitives /,academic,psychology,not_applicable,high
6125,Delphine /,fiction,not_applicable,not_applicable,high
6126,L'improvisation ne s'improvise pas : une démarche et des exercices pour y parvenir /,practical,not_applicable,art_culture,high
6127,Les secrets de l'alimentation anti-inflammatoire /,practical,not_applicable,health_wellness,high
6128,TDA/H : Trouble Déficit de l'Attention/Hyperactivité : [en 57 notions] /,reference,medicine_health,not_applicable,high
6129,Manuel critique de travail social /,academic,education_sciences,not_applicable,high
6130,La violence /,academic,philosophy,not_applicable,high
6131,"L'invention de la violence : des peurs, des chiffres et des faits /",academic,sociology,not_applicable,high
6132,15 histoires d'expédition inédites qui ont changé ma vie /,non_fiction_general,not_applicable,biography_memoir,high
6133,Via ferrata : 30 parcours haut perchés en Suisse /,practical,not_applicable,travel,high
6134,Le petit prince /,fiction,not_applicable,not_applicable,high
6135,ChatGPT : qui es-tu ? /,popular_science,computer_science,not_applicable,high
6136,Je veux pas aller à l'école /,children,not_applicable,not_applicable,high
6137,Les mots doux /,children,not_applicable,not_applicable,high
6138,"Ailleurs, au même instant... /",children,not_applicable,not_applicable,high
6139,Toujours rien? /,children,not_applicable,not_applicable,high
6140,Raymond rêve /,children,not_applicable,not_applicable,high
6141,Petit atlas de Lausanne et ses quartiers /,reference,geography,not_applicable,high
6142,"La voix des arbres : une vie au service des arbres, du savoir des druides aux plus récentes découvertes de la botanique /",non_fiction_general,not_applicable,nature_animals,high
6143,Les huit montagnes : roman /,fiction,not_applicable,not_applicable,high
6144,Le Cercle du Commerce de Lausanne : (1799-1850) /,academic,history,not_applicable,high
6145,Histoire de l'Eglise réformée du Pays de Vaud sous le régime bernois /,academic,history,not_applicable,high
6146,La banque protestante en France de la Révocation de l'Edit de Nantes à la Révolution /,academic,history,not_applicable,high
6147,Hotel Chile /,fiction,not_applicable,not_applicable,high
6148,La naturaleza del deseo /,fiction,not_applicable,not_applicable,high
6149,Ustedes brillan en lo oscuro /,fiction,not_applicable,not_applicable,medium
6150,El color de tus recuerdos,fiction,not_applicable,not_applicable,medium
6151,En la boca del lobo /,fiction,not_applicable,not_applicable,high
6152,La familia /,fiction,not_applicable,not_applicable,high
6153,La mujer loca /,fiction,not_applicable,not_applicable,high
6154,Solo humo /,fiction,not_applicable,not_applicable,high
6155,Vladimir /,fiction,not_applicable,not_applicable,high
6156,La desconocida /,fiction,not_applicable,not_applicable,high
6157,No te veré morir /,fiction,not_applicable,not_applicable,high
6158,"Souffrir, soigner, guérir : les patients et leurs médecins du Moyen Âge à l'époque contemporaine /",academic,history,not_applicable,high
6159,"Un cartel parfait : réseaux, R&D et profits dans l'industrie suisse des câbles /",academic,history,not_applicable,high
6160,"L'Union démocratique du centre : un parti, son action, ses soutiens /",academic,political_science,not_applicable,high
6161,"Für Wirtschaft und Vaterland : Erneuerungsbewegungen und bürgerliche Interessengruppen in der Deutschschweiz, 1928-1947 /",academic,history,not_applicable,high
6162,La politique commerciale de la Suisse de la Seconde Guerre mondiale à l'entrée au GATT (1945-1966) /,academic,economics_management,not_applicable,high
6163,"Coopérer, négocier, s'affronter : les organisations patronales et leurs relations avec les autres organisations collectives /",academic,sociology,not_applicable,high
6164,Ayons le courage d'un nouveau départ : un programme pour la relance de la politique économique de la Suisse /,non_fiction_general,not_applicable,current_affairs_politics,high
6165,Faire campagne : les partis politiques suisses face à l'électorat depuis 1945 /,academic,political_science,not_applicable,high
6166,Major Mouvement : 10 clés pour un corps en bonne santé,practical,not_applicable,sports_fitness,high
6167,"Nationalisme et populisme en Suisse : la radicalisation de la ""nouvelle"" UDC /",academic,political_science,not_applicable,high
6168,"Le fédéralisme suisse : la réforme engagée, ce qui reste à faire /",academic,political_science,not_applicable,high
6169,Lobbying : die Vorräume der Macht = les antichambres du pouvoir /,academic,political_science,not_applicable,high
6170,"La Suisse en crise (1929-1936) : les politiques monétaire, financière, économique et sociale de la Confédération helvétique /",academic,history,not_applicable,high
6171,Histoire(s) de l'anticommunisme en Suisse = Geschichte(n) des Antikommunismus in der Schweiz /,academic,history,not_applicable,high
6172,Les ultras : extrême-droite et droite extrême en Suisse : les mouvements et la presse de 1921 à 1991 /,academic,history,not_applicable,high
6173,Cent ans de police politique en Suisse : (1889-1989) /,academic,history,not_applicable,high
6174,"Dienstleistungen : Expansion und Transformation des ""dritten Sektors"" (15.-20. Jahrhundert) = Les services : essor et transformation du ""secteur tertiaire"" (15e-20e siècles) /",academic,history,not_applicable,high
6175,Oeuvres romanesques /,fiction,not_applicable,not_applicable,high
6176,Das Liebespaar des Jahrhunderts : Roman /,fiction,not_applicable,not_applicable,high
6177,The last chairlift /,fiction,not_applicable,not_applicable,high
6178,Das Café ohne Namen : Roman /,fiction,not_applicable,not_applicable,high
6179,Western Lane /,fiction,not_applicable,not_applicable,medium
6180,Histoire du canton de Berne depuis 1798 /,academic,history,not_applicable,high
6181,La démocratie référendaire en Suisse au XXe siècle = Die schweizerische Referendumsdemokratie im XX. Jahrhundert /,academic,political_science,not_applicable,high
6182,"Histoire de la Gazette de Lausanne : le temps du colonel, 1874-1917 /",academic,history,not_applicable,high
6183,La grève générale de 1918 en Suisse /,academic,history,not_applicable,high
6184,L'UDC vaudoise 1921-2021 : de l'opposition paysanne au néoconservatisme /,non_fiction_general,not_applicable,current_affairs_politics,high
6185,Le gouvernement vaudois : de 1803 à 1962 : (récit et portraits) /,non_fiction_general,not_applicable,history_civilization,high
6186,Souvenirs d'un journaliste /,non_fiction_general,not_applicable,biography_memoir,high
6187,"Les avant-gardes réactionnaires : la naissance de la nouvelle droite en Suisse, 1890-1914 /",academic,history,not_applicable,high
6188,Mainmise sur l'État social : mobilisation patronale et caisses de compensation en Suisse (1908-1960) /,academic,history,not_applicable,high
6189,Nouvelle histoire de la Suisse et des Suisses /,non_fiction_general,not_applicable,history_civilization,high
6190,Le milieu de l'horizon /,fiction,not_applicable,not_applicable,low
6191,En finir avec Eddy Bellegueule : roman /,fiction,not_applicable,not_applicable,high
6192,Numéro deux : roman /,fiction,not_applicable,not_applicable,high
6193,Les ronces /,fiction,not_applicable,not_applicable,medium
6194,Croire : sur les pouvoirs de la littérature : récit /,non_fiction_general,not_applicable,art_culture,medium
6195,Mongolie /,practical,not_applicable,travel,high
6196,Phèdre /,fiction,not_applicable,not_applicable,high
6197,Totoro et moi /,academic,literature_studies,not_applicable,high
6198,Dormez en Peilz /,fiction,not_applicable,not_applicable,high
6199,Les heures et les jours /,comics,not_applicable,not_applicable,medium
6200,Astor /,comics,not_applicable,nature_animals,medium
6201,Nos mondes perdus /,comics,not_applicable,history_civilization,high
6202,Madame Bovary : Moeurs de province /,fiction,not_applicable,not_applicable,high
6203,"L'esprit permaculture : autonomie, santé & liberté : 100 fiches pratiques pour passer à l'action /",practical,not_applicable,home_garden,high
6204,Comme à Beyrouth : 80 recettes d'Alan Geaam /,practical,not_applicable,cooking_food,high
6205,"Cuisine thaïlandaise maison : 100 recettes, techniques et conseils pour cuisiner chez soi comme en Thaïlande /",practical,not_applicable,cooking_food,high
6206,La grande épopée de Picsou : intégrale /,comics,not_applicable,not_applicable,high
6207,La dynastie Donald Duck : intégrale /,comics,not_applicable,not_applicable,high
6208,Des souris et des hommes /,comics,not_applicable,not_applicable,high
6209,Les masques éphémères : [une enquête du commissaire Brunetti] /,fiction,not_applicable,not_applicable,high
6210,Récitatif /,non_fiction_general,not_applicable,biography_memoir,high
6211,L'inconnu du Nord-Express /,fiction,not_applicable,not_applicable,high
6212,La décoration /,non_fiction_general,not_applicable,history_civilization,medium
6213,Nocturne pour le commissaire Ricciardi /,fiction,not_applicable,not_applicable,high
6214,Le dragon du Muveran : roman policier /,fiction,not_applicable,not_applicable,high
6215,L'immortel : nouvelles et brefs récits /,fiction,not_applicable,not_applicable,high
6216,Personne ne sait que tu es là /,fiction,not_applicable,not_applicable,high
6217,L'aigle de sang /,fiction,not_applicable,not_applicable,high
6218,L'homme et la mort /,academic,anthropology_ethnology,not_applicable,high
6219,Le procès de Nuremberg /,non_fiction_general,not_applicable,history_civilization,high
6220,Les trois mousquetaires /,fiction,not_applicable,not_applicable,high
6221,La guerre les avait jetés là : roman /,fiction,not_applicable,not_applicable,high
6222,L'arrivée : $b de Contantine à Paris /,non_fiction_general,not_applicable,biography_memoir,high
6223,La maîtresse italienne : roman /,fiction,not_applicable,not_applicable,high
6224,"Linguistique et discours littéraire : théorie et pratique des textes : avec des études sur Beaumarchais, André Breton /",academic,literature_studies,not_applicable,high
6225,"De l'attirance à l'expérience de l'Inde : un Vaudois à la marge du colonialisme anglais, Antoine-Louis-Henri Polier (1741-1795) : une biographie transnationale /",academic,history,not_applicable,high
6226,Isabelle de Charrière : écrire pour vivre autrement /,academic,literature_studies,not_applicable,high
6227,Non-lieux : introduction à une anthropologie de la surmodernité /,academic,anthropology_ethnology,not_applicable,high
6228,"Histoire de la Suisse et des Suisses dans la marche du monde : (XVIIe siècle – Première Guerre mondiale) : espaces, circulations, échanges /",academic,history,not_applicable,high
6229,Commerce et urbanisme commercial dans la fabrique de la ville durable /,academic,geography,not_applicable,high
6230,Le rêve éveillé en psychothérapie : essai sur la fonction de régulation de l'inconscient collectif /,academic,psychology,not_applicable,high
6231,Les revenants : les vivants et les morts dans la société médiévale /,academic,history,not_applicable,high
6232,Les naturalistes : à la découverte de la Suisse et du monde (1800-2015) /,non_fiction_general,not_applicable,history_civilization,high
6233,Le spectre et le voyant : les échanges entre morts et vivants en Islande /,academic,anthropology_ethnology,not_applicable,high
6234,Du rêve de vengeance à la haine politique /,non_fiction_general,not_applicable,current_affairs_politics,high
6235,La fabrique du consommateur : une histoire de la société marchande /,academic,history,not_applicable,high
6236,Faces : une histoire du visage /,academic,arts_art_history,not_applicable,high
6237,Le chant du silence : roman noir /,fiction,not_applicable,not_applicable,high
6238,"Le Vorort, mythe ou réalité : histoire de l'Union suisse du commerce et de l'industrie, 1870-1970 /",academic,history,not_applicable,high
6239,En dialogue avec le monde : les entreprises suisses aux XIXe et XXe siècles /,academic,history,not_applicable,high
6240,Développement économique et Etat central (1815-1914) : un siècle de politique douanière suisse au service des élites /,academic,history,not_applicable,high
6241,Bauernstand und Bürgerblock : Ernst Laur und der Schweizerische Bauernverband 1897-1918 /,academic,history,not_applicable,high
6242,Comment aimer sa fille : roman /,fiction,not_applicable,not_applicable,high
6243,"Le négationnisme : histoire, concepts et enjeux internationaux /",academic,history,not_applicable,high
6244,La Constitution de 1848 : l'acte fondateur de la Suisse moderne /,academic,history,not_applicable,high
6245,"Le droit d'être suisse : acquisition, perte et retrait de la nationalité de 1848 à nos jours /",academic,history,not_applicable,high
6246,La montagne suisse en politique /,academic,political_science,not_applicable,high
6247,Les multinationales suisses dans l'arène politique : 1942-1993 /,academic,political_science,not_applicable,high
6248,Easy Thaï : les meilleures recettes thaïlandaises tout en images /,practical,not_applicable,cooking_food,high
6249,Le pouvoir patronal : les patrons des grandes entreprises suisses des métaux et des machines (1919-1939) /,academic,history,not_applicable,high
6250,Krisen und Stabilisierung : die Schweiz in der Zwischenkriegszeit /,academic,history,not_applicable,high
6251,Le diplomate et l'artiste : construction d'une politique culturelle suisse à l'étranger (1938-1985) /,academic,history,not_applicable,high
6252,Wirtschaftsverbände in der Schweiz : Organisation und Aktivitäten von Wirtschaftsverbänden in vier Sektoren der Industrie /,academic,economics_management,not_applicable,high
6253,"Franc suisse, finance et commerce : politique monétaire helvétique, 1931-1936 : les relations de la Suisse avec l'Angleterre (1940-1944) et la France (1944-1949) /",academic,economics_management,not_applicable,high
6254,Hommage à Pokémon : toute l'histoire de la saga /,non_fiction_general,not_applicable,games_entertainment,high
6255,L'envol : roman /,fiction,not_applicable,not_applicable,high
6256,Les organisations professionnelles en Suisse /,academic,sociology,not_applicable,high
6257,19 février 1803 : l'Acte de Médiation recrée la Suisse /,academic,history,not_applicable,high
6258,La reine des Enfers /,fiction,not_applicable,not_applicable,high
6259,Les chroniques de Keleana : la lame de l'assassineuse : novellas /,fiction,not_applicable,not_applicable,high
6260,Bretagne Nord,practical,not_applicable,travel,high
6261,"En 1h je prépare mes lunchbox pour toute la semaine : [50 repas faits maison, sans gâchis et avec des produits de saison] /",practical,not_applicable,cooking_food,high
6262,"L'Union de défense économique : la bourgeoisie genevoise face à la crise, 1923-1932 /",academic,history,not_applicable,high
6263,Guide des fontaines de Lausanne et environs /,practical,not_applicable,travel,high
6264,A game of thrones = Le trône de fer /,comics,not_applicable,not_applicable,high
6265,"Kollontaï : défaire la famille, refaire l'amour /",non_fiction_general,not_applicable,biography_memoir,high
6266,La croisée des souffles : la Horde du contrevent d'Alain Damasio /,academic,literature_studies,not_applicable,high
6267,Le sermon sur la chute de Rome : roman /,fiction,not_applicable,not_applicable,high
6268,Apprendre et enseigner la musique : représentations croisées : actes des 3es et 4es Journées francophones de recherche en éducation musicale /,academic,education_sciences,not_applicable,high
6269,Pratique de la musique à l'école : avec les expériences d'acoustique de Michel Mourey /,practical,not_applicable,education_learning,high
6270,Apprendre la musique : nouvelles des neurosciences /,academic,psychology,not_applicable,high
6271,"Non, le masculin ne l'emporte pas sur le féminin ! : petite histoire des résistances de la langue française /",non_fiction_general,not_applicable,language_learning,high
6272,La communication verbale : analyse des interactions /,academic,linguistics,not_applicable,high
6273,Car la culture donne forme à l'esprit : de la révolution cognitive à la psychologie culturelle /,academic,psychology,not_applicable,high
6274,"Conscience, inconscient, émotions /",academic,psychology,not_applicable,high
6275,Écrits sur le signe /,academic,philosophy,not_applicable,high
6276,Dictionnaire des concepts fondamentaux des didactiques /,reference,education_sciences,not_applicable,high
6277,Outils et signes : perspectives actuelles de la théorie de Vygotski /,academic,psychology,not_applicable,high
6278,Vygotsky aujourd'hui /,academic,psychology,not_applicable,high
6279,"L'analyse des actions et des discours en situation de travail : concepts, méthodes et applications /",academic,psychology,not_applicable,high
6280,La transposition didactique : du savoir savant au savoir enseigné ; suivie de Un exemple de transposition didactique /,academic,education_sciences,not_applicable,high
6281,"Le développement de l'enfant : savoir faire, savoir dire /",academic,psychology,not_applicable,high
6282,"Le jugement professionnel, au coeur de l'évaluation et de la régulation des apprentissages /",academic,education_sciences,not_applicable,high
6283,Vygotski : lectures et perspectives de recherches en éducation /,academic,education_sciences,not_applicable,high
6284,L'analyse qualitative en sciences humaines et sociales /,academic,education_sciences,not_applicable,high
6285,Encyclopédie d'analyse des activités /,reference,sociology,not_applicable,high
6286,Agir ensemble : l'action didactique conjointe du professeur et des élèves /,academic,education_sciences,not_applicable,high
6287,Théories de l'action et éducation /,academic,education_sciences,not_applicable,high
6288,Théorie des situations didactiques : didactique des mathématiques 1970-1990 /,academic,education_sciences,not_applicable,high
6289,Leçons de psychologie /,academic,psychology,not_applicable,high
6290,Le pragmatisme : un nouveau nom pour d'anciennes manières de penser /,academic,philosophy,not_applicable,high
6291,Handbook of discourse analysis /,reference,linguistics,not_applicable,high
6292,Les interactions verbales /,academic,linguistics,not_applicable,high
6293,L'écrivain et le paysan /,non_fiction_general,not_applicable,biography_memoir,medium
6294,Par-delà le régionalisme : roman contemporain et partage des lieux /,academic,literature_studies,not_applicable,high
6295,Au téléphone /,other,not_applicable,not_applicable,low
6296,Les corps solides /,fiction,not_applicable,not_applicable,high
6297,Saint-Prex : 1234-1984 /,reference,history,not_applicable,medium
6298,La Suisse et les étrangers : immigration et formation nationale (1848-1933) /,academic,history,not_applicable,high
6299,Entre modernité et nostalgie : la Suisse de 1920 à 1929 /,reference,history,not_applicable,medium
6300,Lulu bricole /,children,not_applicable,not_applicable,high
6301,Trèfle /,children,not_applicable,not_applicable,low
6302,La mer dans son jardin /,children,not_applicable,not_applicable,medium
6303,Oeuvres complètes /,fiction,not_applicable,not_applicable,high
6304,En avant les violons ! /,children,not_applicable,not_applicable,high
6305,Tableaux pluriels : voyage parmi les polyptyques d'hier et d'aujourd'hui /,reference,arts_art_history,not_applicable,high
6306,Fabriquer son matériel d'art avec les ressources de la nature /,practical,not_applicable,crafts_hobbies,high
6307,"Mégalithes de Bretagne : exercices pratiques, rituels, géobiologie : 50 lieux d'énergie en terre sacrée /",practical,not_applicable,travel,medium
6308,Atlas des religions : passions identitaires et enjeux géopolitiques /,reference,religion_theology,not_applicable,high
6309,Remise à niveau en anglais B2 : l'essentiel des points à maîtriser en grammaire /,practical,not_applicable,language_learning,high
6310,Les bases de la physique en 60 notions illustrées /,popular_science,physics,not_applicable,high
6311,Python pour les kids : la programmation accessible aux enfants ! /,children,not_applicable,not_applicable,high
6312,"Festival du dessin, Arles 2023 : catalogue /",reference,arts_art_history,not_applicable,high
6313,Atlas du numérique /,reference,computer_science,not_applicable,high
6314,Biomimétisme : il y a du génie dans la nature ! /,popular_science,biology,nature_animals,high
6315,De la démocratie en Amérique /,academic,political_science,not_applicable,high
6316,Céramique : processus créatifs des artistes contemporains /,reference,arts_art_history,not_applicable,high
6317,Le Japon d'Amélie Nothomb /,academic,literature_studies,not_applicable,high
6318,"Taillez tous les arbres et arbustes d'ornement : espèce par espèce, geste par geste /",practical,not_applicable,home_garden,high
6319,Anselm Kiefer /,reference,arts_art_history,not_applicable,high
6320,Delikte gegen die Allgemeinheit /,reference,law,not_applicable,high
6321,Schweizerisches Gesellschaftsrecht : mit neuem Firmen- und künftigem Handelsregisterrecht und unter Einbezug der Aktienrechtsreform /,reference,law,not_applicable,high
6322,Le regret maternel : quand le rôle de mère est trop lourd à porter /,non_fiction_general,not_applicable,parenting_family,high
6323,Sachenrecht /,reference,law,not_applicable,high
6324,Droit international humanitaire : intoduction détaillée /,academic,law,not_applicable,high
6325,J'accouche bientôt : que faire de la douleur ? /,practical,not_applicable,health_wellness,high
6326,Bouger en accouchant : comment le bassin peut bouger lors de l'accouchement /,practical,not_applicable,parenting_family,high
6327,Dictionnaire de la géographie : [et de l'espace des sociétés] /,reference,geography,not_applicable,high
6328,Comment parler du racisme aux enfants? /,practical,not_applicable,parenting_family,high
6329,Le racisme en images : déconstruire ensemble /,non_fiction_general,not_applicable,current_affairs_politics,high
6330,Filles et garçons face à la formation : les défis de l'égalité /,academic,education_sciences,not_applicable,high
6331,Dictionnaire de la géographie [et de l'espace des sociétés] /,reference,geography,not_applicable,high
6332,Apprendre à transgresser : l'éducation comme pratique de la liberté /,academic,education_sciences,not_applicable,high
6333,Entrer en pédagogie antiraciste : d'une lutte syndicale à des pratiques émancipatrices /,academic,education_sciences,not_applicable,high
6334,L'école à l'épreuve de l'actualité : enseigner les questions vives /,academic,education_sciences,not_applicable,high
6335,Des voix au coeur de l'école : une voie vers la pédagogie antiraciste /,academic,education_sciences,not_applicable,high
6336,Rando à vélo : découverte Suisse,practical,not_applicable,travel,high
6337,L'hydrogène suffira-t-il à décarboner l'économie /,non_fiction_general,not_applicable,current_affairs_politics,high
6338,Géopolitique de l'Ukraine /,academic,political_science,not_applicable,high
6339,Petit traité de sobriété énergétique /,non_fiction_general,not_applicable,current_affairs_politics,high
6340,Histoire du Sahel : des origines à nos jours /,non_fiction_general,not_applicable,history_civilization,high
6341,"Vélos nomades : du cyclotourisme au bikepacking, itinéraires au plus près de la nature /",practical,not_applicable,travel,high
6342,Sobriété (la vraie) : mode d'emploi /,practical,not_applicable,personal_development,high
6343,Comment en est-on arrivé là ? /,non_fiction_general,not_applicable,current_affairs_politics,high
6344,"Halte au gaspillage automobile : prenez soin de vous, achetez d'occasion ! /",practical,not_applicable,finance_money,high
6345,Histoire totale de la Seconde Guerre mondiale /,non_fiction_general,not_applicable,history_civilization,high
6346,"Atlas des mobilités et des transports : pratiques, flux et échanges /",reference,geography,not_applicable,high
6347,L'économie circulaire : agir pour une Suisse durable /,academic,economics_management,not_applicable,high
6348,Politiques de sobriété /,non_fiction_general,not_applicable,current_affairs_politics,high
6349,Histoire de l'armée suisse : du XVIIe siècle à nos jours /,academic,history,not_applicable,high
6350,De novice à expert : excellence en soins infirmiers /,academic,medicine_health,not_applicable,high
6351,Nursing theorists and their work /,academic,medicine_health,not_applicable,high
6352,Les relations interpersonnelles en soins infirmiers /,academic,medicine_health,not_applicable,high
6353,Le caring : philosophie et science des soins infirmiers /,academic,medicine_health,not_applicable,high
6354,Digital studies : organologie des savoirs et technologies de la connaissance /,academic,interdisciplinary,not_applicable,high
6355,Du libéralisme autoritaire /,academic,political_science,not_applicable,high
6356,Stratégique /,academic,economics_management,not_applicable,high
6357,Pourquoi est-on penché dans les virages ? : le sport expliqué par les sciences en 40 questions /,popular_science,physics,science_technology,high
6358,L'incroyable histoire de l'argent /,comics,not_applicable,history_civilization,high
6359,"Searching the grey literature : a handbook for searching reports, working papers, and other unpublished research /",reference,library_information_science,not_applicable,high
